Time,Time Code,Country Name,Country Code,Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Compulsory education, duration (years) [SE.COM.DURS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",Gini index [SI.POV.GINI],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","International migrant stock, total [SM.POP.TOTL]",International migrant stock (% of population) [SM.POP.TOTL.ZS],Net migration [SM.POP.NETM],Lending interest rate (%) [FR.INR.LEND],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]",New businesses registered (number) [IC.BUS.NREG],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Primary education, duration (years) [SE.PRM.DURS]","Secondary education, duration (years) [SE.SEC.DURS]",Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]"
2002,YR2002,Bangladesh,BGD,1.91876751478519,..,0.14258634946324,0.20705312853519,..,..,..,5,56.8238115576626,3.83312394005613,54724081490.5102,1.96039488706417,1452.12447976003,..,..,2.01714992523193,15.6937999725342,3.33256493271908,2.64421108709179,..,..,..,..,..,-1492537,12.6091666666667,66.43,1.43592461476334,..,1.18576438785782,10.123572344162,..,..,5734840.98605732,5.22266923917607,2858057770.42652,1017.73125144042,1.82005804676631,132478077,..,5,7,..,124199.996948242,28.9673807211649,..,..
2002,YR2002,Barbados,BRB,..,..,0.389006794887076,5.01055143410894,..,..,..,11,69.1150752011193,0.787401574803141,3106500000,0.444959658567171,12880.369957454,..,..,5.88062000274658,24.7244892120361,0.125249458055994,9.14334200122155,..,..,..,..,..,-3188,8.5,77.534,0.0809809496182522,54,..,..,..,..,20134500,4.02578464509899,125061000,635.867441860465,0.340345106217317,273423,..,6,5,..,3710.00003814697,83.4717527764365,10.3199996948242,22.9300003051758
2002,YR2002,Belarus,BLR,8.15252207856901,..,0.7837389082215,5.25464983319608,..,..,..,9,36.864675221105,5.04526748002185,14594249022.8922,5.71608241057706,6704.59227948782,30.3,..,..,..,42.5375481348794,10.1478237278897,..,..,..,..,..,-6382,36.8833333333333,68.0560975609756,0.0207367994814023,19,1.40024580052512,30.938292476754,..,..,48800000,0.552272335997368,80600000,48.6397310049352,-0.636565666436346,9865548,30.5,4,7,..,77029.9987792969,131.002058282291,3,..
2002,YR2002,Belgium,BEL,1.25333216246193,..,0.354266106120489,10.7279884826909,..,..,..,12,84.8049594487906,1.70688458453354,258383599375.177,1.25198460635012,30282.2886450283,..,..,..,..,1.64521436175359,3.07770114827197,..,..,..,..,..,219560,..,78.0756097560976,0.0118826441384114,3,1.21571220776463,2.45226012730633,..,..,1628741741.3897,1.75500262016461,4534638939.10999,341.241248348745,0.448268894821562,10332785,..,6,6,..,131360.000610352,136.085149488081,6.90999984741211,15.6499996185303
2002,YR2002,Belize,BLZ,2.65438134696456,..,0.330859620582905,1.98180542834254,..,..,..,8,..,5.12160228898426,932292858.88771,2.18934952054271,5989.86792299107,..,..,..,..,..,33.1571304980811,..,..,..,..,..,5797,14.8341666666667,69.272,0.320109467600395,80,0.839626561578468,2.60130813953488,..,..,16651088.7717685,2.87851220410833,26836163.7211132,11.5031565103025,2.82903368838709,262387,..,6,6,..,939.999997615814,118.723423594658,10.039999961853,..
2002,YR2002,Benin,BEN,5.03152956741313,..,0.157811478255661,0.298818442684047,..,..,..,6,79.2175140068503,4.64303087074482,4194342849.46574,1.50646524767173,1893.51526255872,..,..,2.15949010848999,14.1290798187256,2.4891623549154,..,..,..,..,..,..,25005,..,56.025,3.04909685121425,..,0.622819458209776,4.07497852552427,..,..,6648280.33234005,1.81453497606495,76107818.0196352,64.6984746363959,3.04323585581059,7295400,..,6,7,..,7530.00020980835,43.7684225364311,0.689999997615814,0.819999992847443
2002,YR2002,Bermuda,BMU,..,..,..,..,..,..,..,13,..,-1.47779059768867,3937228000,-2.11673168104547,58138.3998128493,..,..,..,..,..,1.52318284286846,..,..,..,..,..,..,..,78.0878048780488,..,..,..,..,..,..,..,..,..,1165.03703703704,0.650636983025823,62912,..,6,7,..,..,..,..,..
2002,YR2002,Bhutan,BTN,8.14851592258404,..,0.120730379589596,0.389594569434004,..,..,..,..,85.4483713214025,10.992281843751,520849551.532606,8.76135544662533,3226.98040674078,..,..,..,..,2.48343048790224,3.08429041029179,..,..,..,..,..,6171,15.4583333333333,62.728,1.25083266966893,..,..,..,..,..,..,..,..,15.4780150753769,2.03045835379997,616025,..,7,6,..,860.000014305115,75.4770985277337,..,..
2002,YR2002,Bolivia,BOL,1.5036680927893,..,0.265329054192872,0.94935024306052,..,..,..,8,64.2165878277004,2.48556573783829,7905485146.44351,0.579785395229663,3578.01088142582,59.3,..,..,..,0.928258851611061,..,..,..,..,..,..,-77720,20.6324567427484,63.64,1.25550986408234,..,2.0294518747475,6.09580838323353,..,..,37880000,1.42812234680867,112900000,8.07054555524785,1.87706695230949,8742822,..,6,6,..,34340.0001525879,49.3502603725957,5.48000001907349,..
2002,YR2002,Bosnia and Herzegovina,BIH,5.24014798093143,..,0.745299281535464,3.87296989474,..,..,..,8,..,5.02744420733983,6728771318.57555,4.91918689576514,5196.52975749676,..,..,..,..,..,2.39400604725928,..,..,..,..,..,-6000,12.6958333333333,74.803,0.0193452581459858,..,3.9043729051368,7.55265379975875,..,..,14009275.6810388,22.2288653894742,1495729518.77171,73.42556640625,0.103128419446988,3759389,..,4,8,..,18510.0002288818,78.727479488695,..,..
2002,YR2002,Botswana,BWA,-13.0333706844052,..,0.262743568356312,2.36413981968498,..,..,..,..,50.6919589272398,6.06953088013708,5438857106.73536,4.20510968444465,8997.8979674925,64.7,..,..,..,8.03279662527486,14.9591965914151,..,..,..,..,..,26928,16.2083333333333,50.232,0.825918462953216,..,4.11020648951656,9.00429662635264,..,..,129616289.542827,0.350687968310519,19073417.4869225,3.00784677006687,1.77336653734728,1704637,30.6,7,5,..,15920.0000762939,91.8357740585774,..,..
2002,YR2002,Brazil,BRA,1.46512995683739,..,0.185122836167805,1.76988077175168,..,..,..,8,60.8675805806435,3.05346185683619,509795270685.19,1.70947096619183,9560.57506674847,58.1,..,3.75037002563477,9.63700008392334,8.4501643770833,27.6878054065612,..,..,..,..,..,0,62.875,70.813,0.161474041600498,72,1.89577119915617,4.87139745452914,..,..,329421000,0.393057981355301,2003791000,21.4805594306867,1.31274754952678,179537523,..,4,7,..,820650.024414063,27.6183574077173,10.6400003433228,20.6000003814697
2002,YR2002,British Virgin Islands,VGB,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,4.73305566073457,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.853333333333,2.16739340850762,21128,..,7,5,..,..,..,..,..
2002,YR2002,Brunei Darussalam,BRN,12.3139789408088,..,0.18853987505415,13.3226825468791,..,..,..,..,93.3137383341436,3.87209696704298,5843329107.56171,1.85322624159731,70662.4131529348,..,..,..,..,-2.3149724245932,..,..,..,..,..,..,422,5.5,73.332,0.0713159236710173,40,3.87078275829112,8.43222985633979,..,..,89225732.0647701,..,..,65.8020872865275,1.96274868424019,346777,..,6,7,..,6559.99994277954,108.747969082215,..,..
2002,YR2002,Bulgaria,BGR,10.5204999971889,..,0.714477068185615,5.5632388404578,..,..,..,9,63.7304934450711,5.87193027784163,16402846413.0958,8.19521551354288,7786.4484224601,..,..,3.38608002662659,9.65431976318359,5.81014365721823,3.24170042060745,..,..,..,..,..,-85500,9.20784166666667,71.8658536585366,0.0202180886111981,16,2.80125964985142,7.92534940162357,..,..,14492716.0014684,7.17528816170526,1176951496.86156,72.0327297794118,-2.17069878030004,7837161,..,4,7,..,57450.0007629395,75.2696110143524,18.1100006103516,35.6100006103516
2002,YR2002,Burkina Faso,BFA,1.21517841997414,..,0.0777317109776185,0.0780926058374328,..,..,..,10,80.378117929379,4.35296382988099,3622350203.94595,1.39456834024772,1004.64282665691,..,..,..,..,2.17569480664608,0.634502436611376,..,..,..,..,..,-125000,..,51.384,3.09128222796457,..,1.3244099720017,6.05109083177967,..,..,50096973.42,1.62143722619693,58734134.67,44.9309100877193,2.87595128397125,12293097,..,6,7,..,16090.0001525879,31.3125228527966,..,..
2002,YR2002,Burundi,BDI,-6.7937835475486,..,0.0564895249367386,0.0313240300131187,..,..,..,..,45.2160655760269,4.44651941224797,825394490.159111,1.66446458199529,554.510416722353,..,..,3.00493001937866,12.4860801696777,-1.36568005328061,..,..,..,..,..,..,-24721,19.4675,50.81,5.62730023067728,..,5.44167885941746,22.6086486194121,..,..,2825143.54476098,..,..,261.063785046729,2.69973365880048,6704118,..,6,7,..,1950.00004768372,21.6738294069666,..,..
2002,YR2002,Cabo Verde,CPV,..,..,0.193226424773761,0.632118389434803,..,..,..,6,82.8324286026988,5.25089124613551,620974660.230303,3.52726251387271,3271.38687255079,..,..,7.87682008743286,19.7662296295166,1.88453410076764,..,..,..,..,..,..,-9859,..,69.557,0.357921530274778,9,0.665480290001653,1.82692970959509,..,..,1521438.77173392,13.691650743723,85021681.6857538,109.914392059553,1.65119564721033,442955,..,6,6,..,439.999997615814,101.089702293616,..,..
2002,YR2002,Cambodia,KHM,3.64925736544681,..,0.141404933847288,0.174873332612236,..,..,..,..,60.7572465008042,6.57893950279683,4284028482.53766,4.61979321397558,1236.68480196803,..,..,1.71121001243591,10.1375703811646,0.211466568022586,3.36294864603336,..,..,..,..,..,-35156,..,60.283,1.44400277304284,..,1.51961740559543,9.00256202323932,..,..,69656040,2.87112937043641,123000000,71.5936947654657,1.85531651766813,12637719,..,6,6,..,19829.9999237061,119.692936082198,..,..
2002,YR2002,Cameroon,CMR,1.03051166013559,..,0.144160328655774,0.313615600477021,..,..,..,6,83.3417865050857,4.47702682895878,12417251815.8801,1.73892555946118,2175.46396710757,..,..,..,..,2.83442260128067,6.3028786915933,..,..,..,..,..,-54000,..,51.536,4.44352038997424,..,1.33850675603337,8.50016832845655,..,..,55576406.8879165,0.237221996154689,29456452.6251852,34.6038903344545,2.65572295906298,16357605,..,6,7,..,82309.9975585938,48.4817227279603,..,..
2002,YR2002,Canada,CAN,2.02991891678288,..,0.540008166744706,16.720301488588,..,..,..,10,85.8543216943332,3.42214617132493,760649334098.005,2.30357713736453,30963.0530022941,..,..,4.99308013916016,12.1478996276855,2.25839440940856,1.86668531213737,..,..,..,..,..,1052013,4.20833333333333,79.490243902439,0.0145114259207616,4,1.12085229164355,2.76494828683954,..,..,1970679764.05853,0.0835231205643071,635318060.390276,3.49782657917661,1.08744792718674,31360079,..,6,6,..,657760.009765625,75.7070320779233,7.65999984741211,13.6300001144409
2002,YR2002,Cayman Islands,CYM,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188.945833333333,3.16555144310569,45347,..,6,6,..,..,..,5.36999988555908,..
2002,YR2002,Central African Republic,CAF,..,..,0.0906874429051701,0.0657526349053386,..,..,..,10,77.0759046423449,3.61654219150596,996068145.608021,1.43328327404468,725.046740749926,..,..,1.5195699930191,9.21473026275635,2.33181703516236,..,..,..,..,..,..,-24405,..,44.063,6.49223365999862,..,1.10913118458604,6.53385754905746,..,..,..,..,..,6.10313172172461,2.12957160265037,3802129,..,6,7,..,18690.0005340576,36.1085647794782,..,..
2002,YR2002,Chad,TCD,-1.05559396226779,..,0.0497626670030787,0.0443497042828802,..,..,..,6,85.3531252636695,8.49120981898056,1997005786.54118,4.38723177336885,891.224424931572,..,..,..,..,5.19181895195446,..,..,..,..,..,..,218966,..,47.9,10.2906821255863,..,1.52447440322679,8.5265786657153,..,..,..,..,..,7.16266359593393,3.85617872575277,9019226,..,6,7,..,37189.998626709,126.350807849912,..,..
2002,YR2002,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,-1.63220672035564,6663436031.24708,-1.95705039330484,..,..,..,..,..,..,..,..,..,..,..,..,1513,..,79.548,..,..,..,..,..,..,..,..,..,..,0.330780245893613,149591,..,..,..,..,..,..,..,..
2002,YR2002,Chile,CHL,1.96261183277953,..,0.301058571702817,3.13177158315614,..,..,..,8,78.2022909051817,3.20279913520113,70294892400.0639,2.09538540557968,10402.5325219692,..,..,4.08121013641357,17.4505996704102,2.48939816650703,..,..,..,..,..,..,42330,7.75807289652374,76.894,0.0570534005075491,17,2.5520930910302,10.9110941620306,..,..,15900000,0.0176399729434521,12400000,21.094469370518,1.0788448744697,15684413,..,6,6,..,68410.0036621094,62.4838519016295,10.1700000762939,25.2299995422363
2002,YR2002,China,CHN,11.8043002084017,..,0.842471894639685,2.97567952092608,..,..,..,9,80.9553593614031,9.13363078993316,1470550015077.93,8.40487997514565,3532.08165145822,42,..,..,..,-0.731970902350276,2.00986382051266,..,..,..,..,..,-1965578,5.31,72.061,0.0838775441270954,55,2.04968606201025,11.1891274367617,..,..,1172943240.3348,0.160012947363066,2353070421.5742,135.855780324981,0.669999567758626,1280400000,..,5,6,..,5068779.78515625,42.7474036340511,4,..
2002,YR2002,Colombia,COL,0.550193755163832,..,0.198051886560773,1.38885617866595,..,..,..,10,66.8480065969558,2.50398046550686,97963003804.7851,0.950680913691301,7012.58747282763,56,..,4.26812982559204,15.3020601272583,6.35192507425155,69.4477012962552,..,..,..,..,..,-231000,16.3267983308288,73.517,0.245472242262198,..,3.41712762358197,12.249043287327,..,..,157548258.665447,2.53150934518316,2479942596.14027,36.8412465074358,1.52695418393204,40875363,..,5,6,..,140050.003051758,32.9826392144234,15.6300001144409,28.3999996185303
2002,YR2002,Comoros,COM,-0.536858359920004,..,0.10366351020085,0.193158670021693,..,..,..,6,75.5637708127911,2.3249448613998,425964697.418664,-0.116026508871514,1863.32364828708,..,..,2.25841999053955,15.789719581604,3.53304214308075,..,..,..,..,..,..,-10000,12,59.617,2.22438793492819,..,..,..,..,..,..,..,..,306.007522837184,2.41442362500288,569480,..,6,7,..,330.000013113022,35.7571190715765,..,..
2002,YR2002,"Congo, Dem. Rep.",COD,0.760271710901321,..,0.074941871566847,0.0330849152666863,..,..,..,6,41.1269636904424,2.94776518359767,8728038525.14034,-0.0312332348630804,441.47436639843,..,..,..,..,31.5225826025495,..,..,..,..,..,..,-241564,..,51.385,4.83456022662749,..,..,..,..,..,..,..,..,21.9984870205774,2.93639206002432,49871670,..,6,6,..,41520.0004577637,29.3168456429821,..,..
2002,YR2002,"Congo, Rep.",COG,31.6114463880857,..,0.211859784797618,0.833742146047235,..,..,..,10,79.2008803678168,4.58187006108889,3034250926.18009,1.6613028627805,3935.34878194878,..,..,3.20831990242004,9.05484962463379,4.37875971780872,..,..,..,..,..,..,51485,..,53.091,3.70385482695516,..,2.34120385766545,6.60758101929446,..,..,34864291.639488,0.0387736719339112,1176490.49976873,9.69363396778917,2.83234824114852,3310376,..,6,7,..,9550.00019073486,135.45607107226,..,..
2002,YR2002,Costa Rica,CRI,0.920210032419604,..,0.160088913924992,1.34603876419169,..,..,..,11,45.3726050551959,3.41687639003383,16578820687.2881,1.73110637223756,8408.0698106451,51.8,..,5.15044021606445,19.24049949646,9.16752048509115,6.29126815872138,..,..,..,..,..,41792,26.4166666666667,77.74,0.0891576724541001,35,0,0,..,..,147801110.668911,1.51184750175763,250646486.381642,80.3157461809636,1.64350430386352,4100922,20.6,6,5,..,10779.9997329712,80.4139443360039,6.32999992370605,14.1000003814697
2002,YR2002,Cote d'Ivoire,CIV,..,..,0.128615440912694,0.396946561336622,..,..,..,10,80.9241638777508,-2.73052647391259,18054384023.1093,-4.86717038965955,3086.30564510583,41.3,..,2.81048011779785,22.5923004150391,3.0772648515743,..,..,..,..,..,..,-300000,..,49.475,3.90195084194831,..,..,..,..,..,573897827.1,0.665170422575946,120092422.5,54.1872295597484,2.22110829215393,17231539,..,6,7,..,26040.0009155273,55.9019482288778,..,..
2002,YR2002,Croatia,HRV,8.80837183907887,..,0.369144786392301,4.71389597134972,..,..,..,8,79.9928418038654,5.72207420064944,27074550257.8118,5.65985256761554,12769.7752890383,..,..,3.78326988220215,7.53050994873047,1.67178437393382,1.6606753443399,..,..,..,..,..,-2580,12.84,74.7173170731707,0.0141088708577299,9,2.73063333651169,5.39389750726154,..,..,87132886.6515178,4.03716416738248,1093044041.48834,76.9454499928459,0.0588712912047699,4302174,..,4,8,..,27079.9999237061,81.1502928556016,15.0500001907349,36.310001373291
2002,YR2002,Cuba,CUB,2.07547914975017,..,..,2.35899934822097,..,..,..,9,..,1.42482126141282,33590500000,1.10796785882017,..,..,..,9.57116985321045,..,..,5.90196277316891,..,..,..,..,..,-145629,..,77.105,0.0651655002991248,42,..,..,..,..,..,..,..,105.26989378701,0.312891223659083,11199664,..,6,6,..,41900.0015258789,24.7293133475239,3.30999994277954,..
2002,YR2002,Curacao,CUW,..,..,..,..,..,..,..,9,78.5261316422479,0.397065104525922,..,0.274293259113449,23478.2420619346,..,..,..,..,0.391389432485314,30.2133527525139,..,..,..,..,..,-6070,..,..,..,..,..,..,..,..,..,..,..,..,0.122361119924304,129205,..,6,6,..,..,..,..,..
2002,YR2002,Cyprus,CYP,3.4038945277056,..,0.428921794196972,7.33903267690851,..,..,..,9,81.2551461202728,3.72295649883057,11420227884.6154,2.54106455308023,23556.408203125,..,..,5.58166980743408,14.914210319519,2.80115505180746,0.204714995782871,..,..,..,..,..,57530,..,78.264,0.0159349928383538,..,2.1301607353618,5.6917885264342,..,..,107041595.185483,0.180914059185805,20660797.8343269,105.732467532468,1.72352377749108,976968,..,6,6,..,8300.00019073486,123.641342533496,3.29999995231628,7.75
2002,YR2002,Czechia,CZE,3.43576207231683,..,0.636847355530689,11.6241026972564,..,..,..,..,82.9958788747536,1.56985532822202,82196001050.7474,1.76597431964622,18252.5727653685,26.6,..,3.95878005027771,8.86462020874023,1.90298097019031,1.35579809493786,..,..,..,..,..,47402,6.72416666666667,75.2219512195122,0.00759410642989752,3,1.82440696826275,4.07117637317875,..,..,892550709.343225,0.40472117083227,332664617.82989,131.96474699107,-0.192901617564167,10196916,..,5,8,..,138190.002441406,91.334650324677,7.01999998092651,15.3800001144409
2002,YR2002,Denmark,DNK,0.253275069956871,..,0.326856937086035,10.0150095216229,..,..,..,9,85.6173555932506,0.46634557149423,178635163717.431,0.145880726640385,30640.3456230968,..,..,8.2130298614502,15.4338798522949,2.42443661219694,0.893389254537394,..,..,..,..,..,46306,..,76.8951219512195,0.0148062795792586,..,1.50814985204971,2.83410574229878,..,..,860117577.774048,0.439364389684848,784859296.829619,134.398275,0.319487125340996,5375931,..,6,6,..,70739.9978637695,84.5569748062335,4.26999998092651,7.07000017166138
2002,YR2002,Djibouti,DJI,..,..,..,0.535513237164704,..,..,..,10,71.7507868049893,..,591122039.601398,..,..,40,..,8.44760036468506,25.4893093109131,0.637619553666345,..,..,..,..,..,..,-8997,..,57.235,1.82809115759336,..,..,16.9727432001608,..,..,1688039.11749315,2.53010809596515,14956026.5809893,32.2237704918033,1.88226097233373,746947,..,6,7,..,1259.99999046326,..,..,..
2002,YR2002,Dominica,DMA,..,..,0.26248064123016,1.71821302001419,..,..,..,12,81.5866820417413,-2.82799889265104,333196296.296296,-3.06313732602936,6546.05616612902,..,..,..,..,0.170055330197674,12.8865979381443,..,..,..,..,..,..,10.9728957217648,76.5975609756098,..,..,..,..,..,..,6233.33333333333,4.3391116347832,14457759.2592593,93.12,0.242274921210693,69840,..,7,5,..,180.000007152557,..,..,..
2002,YR2002,Dominican Republic,DOM,1.4868733293778,..,0.328305207722506,2.39313024437283,..,..,..,9,36.4865982189322,4.49510340292099,27137508656.8522,2.98156666429641,7289.34597466264,49.7,..,1.9140100479126,12.079719543457,5.22336769759445,14.6590694711526,..,..,..,..,..,-152553,26.055,69.957,0.230738931579636,55,1.05891921128922,6.68305837563452,..,..,22500000,8.08585647174338,2194300000,180.603891533844,1.45902051294224,8724974,..,6,6,..,30389.9993896484,68.7232829028777,6.78000020980835,12.8599996566772
2002,YR2002,Ecuador,ECU,7.25687812347505,..,0.290638586050363,1.8389366941133,..,..,..,10,70.6090475130742,4.09677665885357,28548945000,2.28463176529399,6327.22832540428,..,..,..,..,12.4840185721018,14.5015032185196,..,..,..,..,..,-120002,..,73.371,0.355532507439048,46,1.76889198532555,8.19672131147541,..,..,7281253.06739,5.03704381819433,1438022869.2822,52.9210219036882,1.75615767005049,13143465,..,6,6,..,52919.9981689453,49.3765496413265,..,..
2002,YR2002,"Egypt, Arab Rep.",EGY,-1.08075411679668,..,0.295153411047757,1.81072844330076,..,..,..,9,47.361868012585,2.39020402784614,85146067415.7303,0.481792740821831,6134.87215639115,..,..,..,..,2.73723855000332,..,..,..,..,..,..,-74464,13.7916666666667,68.961,0.20944843891796,35,3.27845479650374,10.6017808297011,..,..,14400000,3.39780812879388,2893100000,71.8117876337335,1.88144999103109,71485044,..,5,6,..,204770.004272461,40.9870678279229,10.0100002288818,27.1000003814697
2002,YR2002,El Salvador,SLV,0.122984107460383,..,0.212489782538378,0.996286744945138,..,..,..,9,75.4366621571423,1.57291844759789,12664190300,0.974296173207478,4688.63365119778,51.9,..,3.242840051651,14.4047498703003,1.86552503610078,47.5500487325103,..,..,..,..,..,-312786,..,69.432,0.206634323125701,22,1.13023872990524,5.67169414240617,..,..,21600000,15.4182774717149,1952600000,287.748021235521,0.591095778305081,5962139,..,6,6,..,11000,65.9190907767708,6.19999980926514,..
2002,YR2002,Equatorial Guinea,GNQ,..,..,0.437780417995381,7.03232761599683,..,..,..,5,65.5753023354285,19.4628340359251,1806742742.27311,14.6134690680883,16063.5956450455,..,..,..,..,7.59247849833242,..,..,..,..,..,..,50003,..,53.84,2.28119859998175,..,..,..,..,..,..,..,..,23.4719429590018,4.14399822360046,658388,..,5,7,..,10149.9996185303,..,..,..
2002,YR2002,Eritrea,ERI,-3.23189122569751,..,0.167000280240197,0.274076516178195,..,..,..,..,..,3.0054291917378,729321366.651861,-1.40937566755456,1641.17398955253,..,..,3.52390003204346,5.63337993621826,..,..,..,..,..,..,..,227290,..,56.5,5.51470583041491,..,20.6718783563252,33.0464824120603,..,..,..,..,..,24.5649405940594,4.38055282586615,2481059,..,5,6,..,5219.99979019165,76.5901636574451,..,..
2002,YR2002,Estonia,EST,8.20791586406557,..,0.929279426641352,10.8384382566173,..,..,..,9,72.7805296246904,6.7713679304362,7367975887.72723,7.44984042828682,11663.2715046648,..,..,5.43460988998413,15.1506299972534,3.57191270164023,10.2694872560726,..,..,..,..,..,-18406,..,70.9048780487805,0.0326354751348166,8,1.66712950092163,4.61702885643035,..,..,4758523.04881797,0.259894721389376,19148980.4054451,32.5395140363293,-0.633433796423808,1379350,..,6,6,..,17680.0003051758,123.318214706657,10.0299997329712,20.2399997711182
2002,YR2002,Eswatini,SWZ,-2.39713995665488,..,0.119355586418237,0.608407409978639,..,..,..,..,59.7290028244155,4.38009908790089,1432228125.26682,3.82227386997064,5097.43555569075,..,..,4.44086980819702,17.2937698364258,12.0197154699231,13.1494503726005,..,..,..,..,..,-47814,15.25,44.41,1.83952993377362,..,1.30378651591846,4.85678391959799,..,..,21147363.3746375,3.08127830004286,44130934.4309573,59.2473255813954,0.535850331354973,1019054,..,7,5,..,2250,175.79799329482,..,..
2002,YR2002,Ethiopia,ETH,..,..,0.125311533465078,0.0651534645126967,..,..,..,8,34.7191779720784,1.51472570631101,7850809498.16803,-1.35473538597579,519.931906593849,..,..,3.63245010375977,16.1877498626709,0.675089102170782,..,..,..,..,..,..,-150001,8.661,53.349,5.8641818015175,..,3.71938809903571,14.8420169074885,..,..,16578457.7011039,0.420171887116394,32986894.4223657,70.14209,2.86736393776995,70142090,..,6,6,..,85839.9963378906,..,..,..
2002,YR2002,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,1276375289.75135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.8439024390244,..,..,..,..,..,..,9640000,3.11428780541056,39750000,33.8359598853868,0.500881833313372,47235,..,..,..,..,..,98.524303832642,..,..
2002,YR2002,Fiji,FJI,..,..,0.170258927235274,1.07941421567877,..,..,..,..,73.6974210283365,3.19999911373267,1833279985.36741,3.03113359179574,6339.83916853399,38.1,..,6.27586984634399,21.0378093719482,0.762032085561215,..,..,..,..,..,..,-58598,8.0525,66.022,0.150931190800752,15,1.5485667306433,5.65217391304348,..,..,3892612.93658879,5.4220806536653,99401919.4141246,44.6227148330597,0.163763402218504,815257,..,6,7,..,2039.99996185303,126.052579068143,..,..
2002,YR2002,Finland,FIN,0.867048090807558,..,0.426447989367839,12.1985968972624,..,..,..,9,89.6915824008834,1.70714896198065,140404460203.138,1.46092862242904,28605.1223159604,..,..,6.01677989959717,12.6825304031372,1.57122012789382,2.53195247295031,..,..,..,..,..,31935,..,78.119512195122,0.00833594238291608,5,1.15463722865486,2.43058315825336,..,..,113506988.619862,0.339841445689857,477152547.367382,17.0740930431071,0.242381050233372,5200598,..,6,6,..,77010.0021362305,69.2994625755964,10.4200000762939,28.2199993133545
2002,YR2002,France,FRA,-0.492344267665914,..,0.210456882740431,6.00304817090621,..,..,..,10,87.4183955374897,1.13553148214601,1501409382971.38,0.402714805881303,28523.8861886505,..,..,..,..,1.9234122872706,1.87113000902256,..,..,..,..,..,926483,..,79.2609756097561,0.0175845279139459,9,2.04625799037992,3.87583863805826,..,..,6134107943.23151,0.705957986042703,10599319442.2809,112.872517883656,0.727226637519812,61805266,..,5,7,..,504279.998779297,53.0720247583335,8.69999980926514,18.9400005340576
