Country Name,Year,Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],Gini index [SI.POV.GINI],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",New businesses registered (number) [IC.BUS.NREG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Compulsory education, duration (years) [SE.COM.DURS]",Lending interest rate (%) [FR.INR.LEND],Trade (% of GDP) [NE.TRD.GNFS.ZS],Net migration [SM.POP.NETM],International migrant stock (% of population) [SM.POP.TOTL.ZS],"International migrant stock, total [SM.POP.TOTL]","Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Secondary education, duration (years) [SE.SEC.DURS]","Primary education, duration (years) [SE.PRM.DURS]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]"
Mauritius,2004,..,..,..,..,..,..,..,..,8.340000153,24.70000076,69.43408395,4.710370601,..,4.330019872,5388.065784,3.677809319,11061.38351,0.2050942975,2.268626679,4650.000095,0.1662168497,0.6964678633,17.38710022,4.31306982,11,21,108.4687326,..,..,..,9332633.8,729710.022,0.01109176579,601.4793103,0.6271039824,1221003,..,7,6,..,..,..,72.26585366,0.1020493623,16,..
Mauritius,2005,..,..,..,..,..,..,..,..,9.520000458,25.78000069,72.86216275,4.93717005,..,1.777543037,5282.906022,1.176699104,11542.4898,0.208787277,2.409925014,4840.000153,0.1677696536,0.688597714,17.08813095,4.078199863,11,21.04166667,123.2460994,..,1.607766247,19647,9247006.093,609194.4962,0.009388471643,605.0512315,0.5920996599,1228254,..,7,6,..,..,..,72.43219512,0.09885073593,22,..
Mauritius,2006,..,..,..,..,..,..,35.7,..,9.039999962,23.38999939,79.35673239,8.913501057,7435,4.865544591,5695.969327,4.377586804,12419.51631,0.2153255174,2.674238776,5269.999981,0.1606510373,0.6850601351,15.17617035,3.697510004,11,21.08333333,127.0628618,..,..,..,10072841.98,728800.6949,0.01036877342,607.879803,0.466403526,1233996,..,7,6,..,..,..,72.43219512,0.09948912137,17,..
Mauritius,2007,..,..,..,..,..,..,..,4.875428232,8.479999542,24.70000076,86.36178346,8.827292724,8888,5.727016142,6574.654338,5.246496948,13424.35596,0.2043117726,2.742753963,5409.999847,0.1427250393,0.6541728776,14.18327999,3.185400009,11,21.87416667,120.8764513,-12079,..,..,9947909.849,703594.9697,0.008632920133,610.6551724,0.4555264007,1239630,..,7,6,..,..,..,72.57073171,0.09670542327,36,..
Mauritius,2008,..,..,..,..,..,..,..,-3.314981977,7.170000076,19.31999969,94.76675678,9.732283171,9012,5.38696257,8030.063005,5.006539083,14366.81209,0.194136165,2.789117802,5519.999981,0.155952071,0.6779531412,14.03944016,3.063070059,11,11.54166667,115.4893159,..,..,..,12740006.75,633706.4276,0.006343172741,612.8674877,0.3616308474,1244121,..,7,6,..,..,..,72.57073171,0.08841689739,37,..
Mauritius,2009,3.9,..,3.054672202,..,..,..,..,-0.8657295667,7.260000229,21.59000015,97.15117488,2.516091281,6631,3.315076989,7318.12641,3.041100454,14898.60643,0.1840198329,2.741639064,5510.000229,0.1677771837,0.658230912,13.24722958,3.047310114,11,9.25,104.429729,..,..,..,10257767.1,660462.9571,0.007234903144,614.4970443,0.2655376728,1247429,..,7,6,..,..,..,72.88243902,0.09420780943,64,..
Mauritius,2010,..,..,2.644330355,..,..,0.6001388431,..,-5.336997135,7.650000095,23.65999985,100,2.932363014,7442,4.377203239,8000.376432,4.129198864,15700.24306,0.1864342735,2.927063408,5789.999962,0.1486905554,0.610134712,14.57314968,3.551470041,11,8.875,113.4570736,..,1.990142241,24836,8458860.236,814358.9092,0.00814060093,615.9605911,0.2378866929,1250400,..,7,6,..,..,..,72.96731707,0.1032647609,33,..
Mauritius,2011,..,..,2.557802336,..,..,..,..,3.116046247,7.449999809,21.62000084,106.5224925,6.522492549,7239,4.077538074,9197.026972,3.911001248,16653.2438,0.1745251862,2.906410475,5840.000153,0.1520352521,0.6317707679,13.84617043,3.332070112,11,8.916666667,117.5389464,..,..,..,9445395.356,518994.6691,0.004505790456,616.9477833,0.1601404208,1252404,..,7,6,..,..,..,73.26682927,0.08222772138,34,..
Mauritius,2012,..,..,2.233765115,..,..,..,38.5,6.199238124,7.46999979,23.54000092,110.6259098,3.852160333,6817,3.496118338,9291.227619,3.209499452,16963.51124,0.1750831079,2.970024269,5989.999771,0.1427944012,0.6249765961,14.96061993,3.418200016,11,8.666666667,119.5001198,-12079,..,..,8187835.342,861942.5999,0.00738680118,618.6610837,0.2773210255,1255882,7.9,7,6,..,..,..,73.86341463,0.09422460516,64,..
Mauritius,2013,..,..,2.787827231,..,6,..,..,7.817826056,7.320000172,22.12000084,114.5457129,3.543295739,6353,3.360406103,9637.00265,3.132851975,17866.30682,0.1698722942,3.034990528,6119.999886,0.1912743658,0.7823345927,14.78901005,3.61578989,11,8.5,109.9697366,..,..,..,8310946.438,552880.1027,0.004558090744,620.0261084,0.2203986917,1258653,..,7,6,..,..,..,74.01707317,0.08802080476,65,..
Mauritius,2014,..,..,1.511113444,..,6,..,..,3.654323551,7.46999979,24.63999939,118.231441,3.21769192,7091,3.744575773,10153.93822,3.556904271,18488.04679,0.1694391304,3.132598572,6329.999924,0.1542103035,0.6556488169,20.90517998,4.916950226,11,8.5,108.1387638,..,..,..,700782846.6,327038003.8,2.554296754,621.1497537,0.1810614695,1260934,..,7,6,..,..,..,74.19439024,0.1010295622,52,..
Mauritius,2015,..,..,1.66738523,..,6,..,..,4.077089033,7.409999847,25.44000053,119.7525473,1.286549708,7845,3.55307173,9260.447303,3.416023973,19229.83549,0.1630993072,3.136372847,6380.000114,0.1461356988,0.5818641022,19.45709038,4.886670113,11,8.5,105.0096001,..,2.24510922,28585,599739064.4,223577781.4,1.912181766,621.9729064,0.1324330826,1262605,..,7,6,..,..,1400,74.35317073,0.1049817292,45,..
Mauritius,2016,..,..,1.664196787,..,6,..,..,4.943172525,6.809999943,22.79999924,120.9233382,0.9776751347,8851,3.837932629,9681.618567,3.766596458,20701.21897,0.1544612255,3.197535651,6530.00021,0.1798672846,0.7289472212,19.96249962,5.013599873,11,8.5,97.98557842,..,..,..,599031731.6,194066629.1,1.586488499,622.4004926,0.06872313794,1263473,..,7,6,..,..,300,74.39487805,0.09439485276,46,0.6
Mauritius,2017,..,..,2.609733356,..,6,0.626,36.8,4.17658464,6.75,24,125.3575934,3.666997027,8757,3.814152115,10484.90836,3.720567648,21415.11611,0.1539777565,3.297451534,6730.000019,0.1710407458,0.6818974538,20.35720062,5.02312994,11,8.5,97.36549133,0,..,..,581452823,250243134.9,1.887295442,622.962069,0.09018681147,1264613,10.3,7,6,..,..,100,74.51463415,0.08619929424,77,..
Mauritius,2018,..,..,2.919860099,..,6,0.6232699156,..,5.253790647,6.429999828,23.87000084,129.3891611,3.216053831,8285,3.759677231,11208.34382,3.703094597,22738.69296,0.1435456475,3.264040403,6739.999771,0.1624918183,0.6430709516,19.27433014,4.834589958,11,8.5,94.98416643,..,..,..,747332851.2,244621262.5,1.724877356,623.3019704,0.05454726695,1265303,..,7,6,..,..,3600,74.41634146,..,..,..
Mauritius,2019,..,..,2.126536817,..,6,..,..,3.632268333,6.329999924,21.79000092,129.9140349,0.4056551903,6316,3.012375907,11097.16898,2.979170025,23834.965,0.1382251245,3.294591006,6849.999905,0.155938299,0.518750459,18.67692947,4.719299793,11,8.45,92.13935061,..,..,..,822789626.7,318511666.2,2.267663399,623.5029557,0.0322400432,1265711,..,7,6,..,..,1000,74.23585366,..,..,..
Mauritius,2020,..,..,2.752076442,..,..,0.6218592525,..,-20.17555698,8.630000114,24.54999924,133.2668574,2.580800772,6312,-14.89467567,8632.752859,-14.89662556,20528.83365,..,..,..,0.159564903,0.4647577815,16.11787987,4.608170033,11,7.225,78.62847878,..,..,..,1102388946,284728298.4,2.60577444,623.5172414,0.002291176088,1265740,..,7,6,..,..,110,74.17707317,..,..,..
Mauritius,2021,..,..,..,..,..,..,..,..,..,..,138.6355512,4.028528882,..,4.040219734,8812.108249,4.013923294,22240.13496,..,..,..,..,..,..,..,..,6.870833333,86.0934306,..,..,..,..,..,..,..,0.02527845815,1266060,..,7,6,..,..,..,..,..,..,..
Mexico,1995,..,..,17.03190012,..,..,..,..,-16.1543571,7.099999905,11.32999992,26.39411793,34.99927129,..,-6.291230821,3928.223711,-7.831751372,8485.506974,0.3944924886,3.347468763,446880.0049,0.4508915312,2.180090976,24.12129974,3.692559958,..,59.43166667,46.32101929,..,0.4856124437,458549,..,4368120000,1.213117609,47.15311093,1.65760764,91663290,..,6,6,..,..,..,72.598,..,60,..
Mexico,1996,..,..,15.57215261,..,..,..,53.6,7.074865302,5.46999979,9.239999771,35.46798894,34.37838322,..,6.773258694,4412.116298,5.072449437,9079.176895,0.3815780688,3.464414786,466070.0073,0.4764847779,2.09419241,..,..,..,36.38583333,50.41920008,..,..,..,..,4949000000,1.204207757,47.91637902,1.605740156,93147045,..,6,6,..,..,..,72.925,..,54,..
Mexico,1997,..,..,14.32391461,..,..,..,..,8.753158588,4.239999771,7.380000114,42.78348465,20.62562873,..,6.846852279,5289.167653,5.193557998,9715.402428,0.3725913351,3.619874761,488980.011,0.4580958537,2.012036573,..,..,..,22.14,48.77736168,-2296470,..,..,..,5545800000,1.10824352,48.66946578,1.559445941,94611008,..,6,6,..,..,..,73.268,..,53,..
Mexico,1998,..,..,14.2166606,..,..,..,51.7,3.928504915,3.730000019,6.440000057,49.59820709,15.92839501,..,5.163925168,5481.181954,3.58158308,10176.63542,0.3735332635,3.801311841,513919.9829,0.4504504872,2.084316593,16.31761932,3.365289927,9,26.35833333,50.99612163,..,..,..,..,6501246000,1.234799564,49.41295455,1.516078031,96056313,..,6,6,..,..,..,73.625,..,59,..
Mexico,1999,..,..,12.56503282,..,..,..,..,3.437766746,2.599999905,4.090000153,57.82437574,16.58561697,..,2.753554247,6157.193044,1.247838022,10448.82437,0.3486936721,3.643438938,503029.9988,0.4609887756,2.087028004,16.69396019,3.535360098,9,23.7425,50.61797144,..,..,..,..,6648625182,1.107674283,50.1478037,1.476209111,97484823,..,6,6,..,..,..,73.988,..,58,..
Mexico,2000,..,..,10.85643764,..,..,..,52.6,2.352885256,2.650000095,5.079999924,63.31281192,9.491561494,..,4.942453715,7157.8145,3.440976329,11089.48999,0.3457309327,3.83397972,530239.9902,0.4460478204,2.107228318,19.64612961,3.992439985,9,16.92833333,52.43268175,..,0.5233521829,538051,..,7524742980,1.062956814,50.8757144,1.441096704,98899845,..,6,6,..,..,..,74.34,0.1690925754,55,..
Mexico,2001,..,..,10.25442622,..,..,..,..,-0.5293419181,2.630000114,4.849999905,67.34440594,6.367738062,..,-0.4043901267,7544.568723,-1.792902633,11136.02191,0.339173065,3.777038684,530799.9878,0.442657004,2.075448855,20.62428093,4.24104023,11,12.795,47.16607302,..,..,..,..,10146263000,1.340845582,51.59502662,1.403959868,100298152,..,6,6,..,..,..,74.658,0.1642637894,53,..
Mexico,2002,..,..,9.920856973,..,..,..,50.1,-1.840272719,3,6.130000114,70.73231938,5.030727332,..,-0.03984448147,7593.137345,-1.402939066,11187.47696,0.3393120364,3.79604559,539090.0269,0.4216060025,1.979596097,21.46491051,4.454959869,11,8.210833333,46.69791471,-2206114,..,..,..,11029448100,1.428488146,52.30832274,1.373020858,101684764,..,6,6,..,..,..,74.922,0.1636020852,55,..
Mexico,2003,..,..,9.785506585,..,..,..,..,-3.681789139,3.460000038,7.119999886,73.94844729,4.546900121,..,1.446382684,7075.369643,0.07226822014,11488.29563,0.3417339808,3.925940997,562960.022,0.4059165466,1.798237614,22.47187042,5.072579861,11,7.0225,50.20568946,..,..,..,..,16653686411,2.283402864,53.0265799,1.363780231,103081020,..,6,6,..,..,..,75.118,0.1592392585,56,..
Mexico,2004,..,..,8.925997121,..,..,..,50,4.594666558,3.940000057,8.199999809,77.41545284,4.688408848,..,3.92059081,7484.486399,2.494831023,12090.99121,0.3276913525,3.962113262,574619.9951,0.3648987227,1.702540339,22.05382919,4.726709843,11,7.438333333,53.48614524,..,..,..,..,19861747959,2.539084255,53.76420896,1.381468932,104514934,..,6,6,..,..,..,75.243,0.1513175545,53,..
Mexico,2005,..,..,9.358974931,..,..,..,50.1,-0.7418926078,3.559999943,6.920000076,80.50282534,3.988057146,..,2.307807066,8277.671564,0.8695215334,12657.63767,0.3221030899,4.077064206,597109.9854,0.355958931,1.609027241,21.90378952,4.845689774,11,9.695,53.93813211,..,0.649203275,712487,0,22741840918,2.591733014,54.5308259,1.415816979,106005199,..,6,6,..,..,..,75.3,0.1474640175,53,..
Mexico,2006,14.1,..,9.717353048,..,..,..,48.9,4.484332651,3.569999933,7.039999962,83.42464932,3.629467624,22116,4.495077894,9068.294218,2.984432541,13812.9014,0.3017396596,4.167900165,618010.0098,0.3111719357,1.378733893,20.82431984,4.699920177,11,7.511834781,56.09272463,..,..,..,0,26542811527,2.721259146,55.33072095,1.456213238,107560155,..,6,6,..,..,..,75.296,0.1385271771,50,..
Mexico,2007,..,..,8.122157319,..,..,..,..,1.014352746,3.630000114,7.170000076,86.73397923,3.966849055,26337,2.291445714,9642.680517,0.7825690444,14297.22139,0.2928689061,4.187211587,630469.9707,0.401163918,1.701044949,19.88907051,4.690509796,11,7.560833333,56.79527936,-562404,..,..,0,26879863159,2.553430045,56.15911057,1.486063532,109170503,..,6,6,..,..,..,75.255,0.1303796949,47,..
Mexico,2008,..,..,12.63905213,..,..,..,49.9,-1.688920371,3.869999886,7.650000095,91.1790807,5.124982746,27226,1.143584587,10016.57121,-0.3576329749,14924.82161,0.2778586959,4.146991471,634570.0073,0.3905132275,1.40810925,17.38015938,4.82006979,11,8.705767857,57.77703093,..,..,..,0,26041489177,2.346103221,57.00520692,1.495369098,110815272,..,6,6,..,..,13000,75.194,0.1273144153,48,..
Mexico,2009,..,..,17.60831917,..,..,..,..,-6.359452965,5.360000134,10.06999969,96.00916106,5.297355842,38581,-5.285744137,8002.972178,-6.674165378,14547.64458,0.2740506106,3.986790881,625070.0073,0.5015562747,1.804492841,18.66511917,5.187940121,11,7.065,55.96776976,..,..,..,0,22075734996,2.452735852,57.85328121,1.476755803,112463886,..,6,6,..,8000,375000,75.128,0.1304273435,52,..
Mexico,2010,17.6,..,22.57545056,..,..,0.5891187787,47.2,4.70383853,5.300000191,9.729999542,100,4.156727227,45321,5.118118143,9271.398396,3.617190331,15255.01905,0.2659423019,4.056954882,642909.9731,0.4527344926,1.635933208,18.64258957,5.159220219,11,5.280833333,60.76031847,..,0.8173647705,969538,0,22080259154,2.087373049,58.6913043,1.438140669,114092961,..,6,6,115000,123000,900000,75.065,0.1161931664,43,..
Mexico,2011,..,..,23.52123248,..,..,..,..,-0.436330053,5.170000076,9.789999962,103.4073782,3.407378246,44786,3.66300793,10203.4213,2.227163478,16520.25922,0.250298335,4.134993377,662969.9707,0.4657778029,1.680511635,18.42102051,5.105649948,11,4.910833333,63.46967792,..,..,..,0,23445660523,1.986096318,59.51566038,1.39478997,115695468,..,6,6,27000,162000,547000,75.011,0.1067729229,42,..
Mexico,2012,..,..,22.14213334,..,..,..,48.7,1.07546544,4.889999866,9.380000114,107.6589827,4.111509811,31028,3.642322679,10241.72783,2.24713983,17162.92737,0.2416821289,4.147972825,672119.9951,0.4759872808,1.68706601,18.08719063,5.103099823,14,4.680833333,65.76724582,-422477,..,..,0,23208649190,1.932298949,60.32776357,1.355294426,117274156,..,6,6,..,162000,6500,74.966,0.1009914952,41,..
Mexico,2013,..,..,19.40886274,..,7,..,..,-1.347385368,4.909999847,9.420000076,111.7569043,3.806390697,42562,1.354091962,10725.18359,0.02945279507,17373.89746,0.2304393785,4.003630132,658479.9805,0.507919455,1.828534247,16.9059906,4.696050167,14,4.270833333,63.76487661,..,..,..,866997321,23188811955,1.819525111,61.12665346,1.315557607,118827158,..,6,6,20000,160000,158000,74.93,0.09321438258,37,..
Mexico,2014,..,..,16.62579637,..,8,..,48.7,3.24415774,4.809999943,9.43999958,116.2479852,4.018616081,43617,2.849773255,10928.91601,1.544035107,18056.78981,0.2126974784,3.840633659,649409.9731,0.5138299573,1.837965741,18.80594063,5.257470131,14,3.551666667,64.9253579,..,..,..,1001831236,24802081325,1.88558627,61.91267111,1.277686366,120355137,..,6,6,9000,281000,18000,74.908,0.09060857399,38,..
Mexico,2015,..,..,17.03782865,..,10,..,..,2.171732621,4.309999943,8.56000042,119.4106751,2.72064065,46174,3.293151528,9616.645558,2.019036884,18301.50047,0.2114753679,3.870316544,667049.9878,0.4666761224,1.697241715,19.01874924,5.229420185,14,3.439166667,71.08909011,..,0.9393647274,1193155,810619117,26233171803,2.238578114,62.68589779,1.241164502,121858251,..,6,6,6000,287000,91000,74.904,0.08408345591,34,..
Mexico,2016,..,..,19.91269533,..,10,..,47.7,1.025644737,3.859999895,7.670000076,122.7800955,2.821707847,45256,2.630532425,8744.515559,1.403020673,19323.66587,0.1985983009,3.837647208,674000,0.4950644137,1.809957036,17.93932915,4.90681982,14,4.754166667,76.06220914,..,..,..,653519183,28690957406,2.660288002,63.444728,1.203259506,123333379,..,6,6,23000,311000,12000,74.917,0.07942499388,36,1.1
Mexico,2017,..,..,25.7089978,..,10,0.607,..,1.595358391,3.420000076,6.869999886,130.1978025,6.04145724,82948,2.113129135,9287.849587,0.9314565416,19721.26098,0.1916394921,3.779372436,671599.9756,0.4365102964,1.698105912,17.57729912,4.518219948,14,7.3325,77.1157445,-300000,..,..,806222560,32270507679,2.784549546,64.1875182,1.16396695,124777326,..,6,6,20000,345000,195000,74.947,0.07557797814,..,..
Mexico,2018,..,..,29.07106162,..,10,0.611657083,46.7,0.6806031143,3.269999981,6.849999905,136.5766487,4.899350154,83903,2.194994725,9686.984927,1.050314217,20096.15665,0.1784617428,3.58639514,654250,0.4775174067,1.860698566,16.57785034,4.254220009,14,8.04,80.55938423,..,..,..,999848929,35768416627,2.926061567,64.91462332,1.126414791,126190782,41.9,6,6,11000,338000,20000,74.992,..,..,..
Mexico,2019,..,..,28.73670232,..,10,..,..,-0.6259733912,3.480000019,7.199999809,141.542523,3.635961421,84320,-0.1859067884,9950.217622,-1.269321979,19862.5632,0.1772983684,3.521600048,653869.9951,0.5234824905,1.997321397,..,..,14,8.429166667,77.87326051,..,..,..,981248256,39021789685,3.074023808,65.62696006,1.091366887,127575529,..,6,6,7100,345000,16000,75.054,..,..,..
Mexico,2020,..,..,28.3706034,..,..,0.6129498482,45.4,-12.91834945,4.449999809,8.119999886,146.3504877,3.396834156,68114,-8.16735801,8431.665017,-9.134043843,18670.8104,..,..,..,0.5736516595,1.913156425,..,..,14,6.341666667,77.15877175,..,..,..,898705958,42878274907,3.944216126,66.32513851,1.058240034,128932753,43.9,6,6,9700,357000,101000,75.131,..,..,..
Mexico,2021,..,..,..,..,..,..,..,..,4.090000153,7.880000114,154.6766721,5.689208477,..,4.797191749,9926.422768,3.727622936,20036.45539,..,..,..,..,..,..,..,..,4.891666667,82.36423181,..,..,..,..,..,..,..,1.025852194,130262220,..,6,6,29000,379000,19000,..,..,..,..
"Micronesia, Fed. Sts.",1995,..,..,..,..,..,..,..,..,..,..,..,..,..,7.014464845,2060.494723,5.516749966,2299.609561,0.4852631364,1.115915748,180.0000072,..,..,..,..,..,15,91.49147039,..,3.107218565,3342,..,..,..,153.6214286,1.409430304,107535,..,6,6,..,..,..,64.049,..,..,..
"Micronesia, Fed. Sts.",1996,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.182371519,2017.659333,-3.876026639,2250.949189,0.4922015633,1.10792071,180.0000072,..,..,..,..,..,15,102.0769242,..,..,..,..,..,..,154.73,0.719034259,108311,..,6,6,..,..,..,64.121,..,..,..
"Micronesia, Fed. Sts.",1997,..,..,..,..,..,..,..,..,..,..,..,..,..,-6.060937437,1904.863883,-6.201231594,2147.771615,0.5150762156,1.106266075,189.9999976,..,..,..,..,..,15,106.1682855,-12788,..,..,..,..,..,154.9614286,0.1494575524,108473,..,6,6,..,..,..,64.202,..,..,..
"Micronesia, Fed. Sts.",1998,..,..,..,..,..,..,..,..,..,..,..,..,..,2.85051586,2022.74458,3.104301119,2239.369224,0.5364957724,1.201412121,189.9999976,..,..,..,..,..,15,101.2554763,..,..,..,..,..,..,154.58,-0.2464476346,108206,..,6,6,..,..,..,64.298,..,..,..
"Micronesia, Fed. Sts.",1999,..,..,..,..,..,..,..,..,..,..,70.8902863,..,..,1.37443839,2042.707086,1.785508638,2311.474749,0.5218676135,1.206283811,189.9999976,..,..,8.78497982,6.424910069,..,15.165,94.73895081,..,..,..,..,..,..,153.9557143,-0.4046770194,107769,..,6,6,..,..,..,64.413,..,..,..
"Micronesia, Fed. Sts.",2000,..,..,..,..,..,..,..,..,..,..,72.42046596,2.158518106,..,4.833903786,2171.889577,5.189190234,2486.506586,0.4867760913,1.210371957,200.000003,..,..,9.965120316,6.706870079,..,15.33,90.58883243,..,2.900493345,3116,..,..,..,153.4357143,-0.338331162,107405,..,6,6,..,..,..,64.55,0.6321037854,..,..
"Micronesia, Fed. Sts.",2001,..,..,..,..,..,..,..,..,..,..,72.78437689,0.5024973513,..,2.167602441,2248.492115,2.391633294,2603.334302,0.5376356859,1.399645423,219.9999988,..,..,..,..,..,15.33,95.73205727,..,..,..,..,..,..,153.1,-0.2190377201,107170,..,6,6,..,..,..,64.71,0.6042885704,..,..
"Micronesia, Fed. Sts.",2002,..,..,..,..,..,..,..,..,..,..,72.70326421,-0.1114424264,..,0.5469976725,2265.944108,0.6813396672,2661.922079,0.4914047464,1.308081144,209.9999934,..,..,..,..,..,15.275,89.81441316,-12284,..,..,..,..,..,152.8957143,-0.1335219646,107027,..,6,6,..,..,..,64.888,0.6374444671,..,..
"Micronesia, Fed. Sts.",2003,..,..,..,..,..,..,..,..,..,..,72.79533806,0.1266433482,..,1.572115067,2295.868178,1.690882858,2760.356056,0.542211891,1.496697877,219.9999988,..,..,..,..,..,15,94.79352605,..,..,..,..,..,..,152.7171429,-0.1168612149,106902,..,6,6,..,..,..,65.08,0.5420083091,..,..
"Micronesia, Fed. Sts.",2004,..,..,..,..,..,..,..,..,..,..,74.45266732,2.276696982,..,-3.080153047,2253.113745,-2.827454617,2754.312339,0.5448184599,1.500600207,219.9999988,..,..,..,..,..,15.375,93.71763599,..,..,..,..,..,..,152.32,-0.2603899826,106624,..,6,6,..,..,..,65.282,0.5146924921,..,..
"Micronesia, Fed. Sts.",2005,..,..,..,..,..,..,42.4,..,..,..,77.62263838,4.257699782,..,2.041867164,2358.1467,2.512008711,2912.040926,0.5176829653,1.507513981,230.0000042,..,..,..,..,..,16.375,92.51955495,..,2.735456412,2905,..,..,..,151.6214286,-0.4596758408,106135,..,6,6,..,..,..,65.489,0.489566698,..,..
"Micronesia, Fed. Sts.",2006,..,..,..,..,..,..,..,..,..,..,81.22228739,4.637370086,..,-0.08105529342,2406.114412,0.6405488682,3021.122964,0.4397705769,1.328600989,209.9999934,..,..,..,..,..,15.615,95.32242994,..,..,..,..,..,..,150.5342857,-0.7195942336,105374,..,6,6,..,..,..,65.697,0.4571878964,..,..
"Micronesia, Fed. Sts.",2007,..,..,..,..,..,..,..,..,..,..,83.90777462,3.30634278,..,-1.836185294,2458.658394,-0.9602093906,3072.97653,0.4362079883,1.34045691,200.000003,..,..,..,..,..,14.02958333,98.67244162,-12278,..,..,..,..,..,149.2028571,-0.8884032961,104442,..,6,6,..,..,..,65.901,0.4299524796,..,..
"Micronesia, Fed. Sts.",2008,..,..,..,..,..,..,..,..,..,..,90.97593537,8.423725662,..,-2.408492587,2541.261625,-1.566869624,3082.841148,0.3759102606,1.158871619,189.9999976,..,..,..,..,..,14.37833333,109.2894757,..,..,..,..,..,..,147.9271429,-0.8586962774,103549,..,6,6,..,..,..,66.099,0.4048980537,..,..
"Micronesia, Fed. Sts.",2009,4.5,..,..,..,..,..,..,..,..,..,96.79257512,6.393602577,..,1.093099241,2721.97609,1.66055815,3154.121254,0.4002672164,1.262491335,200.000003,..,..,..,..,..,15.38,108.7878178,..,..,..,15247400,17349600,6.189994027,147.1014286,-0.5597535437,102971,..,6,6,..,..,..,66.29,0.3852074551,..,..
"Micronesia, Fed. Sts.",2010,..,..,..,..,..,..,..,..,..,..,100,3.313709631,..,2.259389956,2885.305492,2.314039053,3265.891976,0.3272713356,1.068832829,180.0000072,..,..,..,..,..,15.13,105.8136531,..,2.707032494,2805,16560900,18066700,6.084209115,147.0228571,-0.05342736677,102916,..,6,6,..,..,..,66.471,0.3670451279,..,..
"Micronesia, Fed. Sts.",2011,..,3,..,3,..,..,..,..,..,..,105.082594,5.082594039,..,3.188574755,3009.256825,2.657908896,3422.355846,0.3389487007,1.160003067,189.9999976,..,..,..,..,..,14.35,106.9046224,..,..,..,17020700,19428000,6.240893076,147.7828571,0.5155949473,103448,..,6,6,..,..,..,66.646,0.3497197415,..,..
"Micronesia, Fed. Sts.",2012,..,3.5,..,3,..,..,..,..,..,..,110.3561677,5.01850353,..,-1.866819755,3131.386715,-2.860302471,3386.653432,0.3673088184,1.24394767,200.000003,..,..,..,..,..,14.32,111.3589145,-2999,..,..,17913900,20803300,6.357030601,149.2942857,1.017541503,104506,..,6,6,..,..,..,66.817,0.3319144878,..,..
